,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc
0,0.0,0.7255612015724182,0.4045307443365696,0.9047619047619048,0.06484641638225255,0.12101910828025476,0.5265581055518301,0.12315634888204337,0.7163106799125671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.7090925574302673,0.4034519956850054,0.9024390243902439,0.06313993174061433,0.11802232854864432,0.525704863231011,0.12057645223314527,0.7121050953865051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,0.7139670252799988,0.4029126213592233,0.9012345679012346,0.06228668941979522,0.11652035115722266,0.5252782420706015,0.11927130745689829,0.708916425704956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,0.7053922414779663,0.40318230852211434,0.906832298136646,0.06228668941979522,0.11656686626746507,0.5256448109855575,0.12135899035987487,0.7064396142959595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,0.7020294070243835,0.40183387270765913,0.9144736842105263,0.05930034129692833,0.11137820512820513,0.524884774754036,0.12104504840336992,0.7044463157653809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,0.6993041038513184,0.3969795037756203,0.9029850746268657,0.05162116040955631,0.0976594027441485,0.52104518431035,0.10875244879555078,0.7028003931045532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,0.7037166953086853,0.3934735706580367,0.8991596638655462,0.045648464163822525,0.08688591149005279,0.5184254051024392,0.10082606538495513,0.7014173865318298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7.0,0.7006004452705383,0.3902373247033441,0.8878504672897196,0.04052901023890785,0.07751937984496124,0.5158656781399817,0.09140525712464496,0.700272262096405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,0.6961073875427246,0.3883495145631068,0.9042553191489362,0.036262798634812285,0.06972928630024611,0.514832279082802,0.09100512952253888,0.6993179321289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,0.6968146562576294,0.38673139158576053,0.9166666666666666,0.03284982935153584,0.06342668863261945,0.5138589322710758,0.08982805977750652,0.6985138058662415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10.0,0.6975216865539551,0.3818770226537217,0.8939393939393939,0.025170648464163822,0.04896265560165975,0.5100193418273898,0.07308247380376945,0.6978381276130676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11.0,0.6966968178749084,0.37998921251348433,0.9090909090909091,0.021331058020477817,0.041684035014589414,0.5088326844354588,0.07046971553054075,0.6972640156745911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12.0,0.6964115500450134,0.3775620280474649,0.8913043478260869,0.01749146757679181,0.03430962343096235,0.5069128892136159,0.0602334162354668,0.6967735290527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13.0,0.6963364481925964,0.37459546925566345,0.8571428571428571,0.012798634812286689,0.025220680958385876,0.5045664728313632,0.045546223848715886,0.6963523626327515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14.0,0.6968300342559814,0.3705501618122977,0.8125,0.005546075085324232,0.011016949152542373,0.5016733307977941,0.024621071613607298,0.695990264415741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15.0,0.6962672472000122,0.3686623516720604,0.6666666666666666,0.002559726962457338,0.00509987250318742,0.5001801567363606,0.003531043516867341,0.6956763863563538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16.0,0.69532710313797,0.36839266450916935,0.6666666666666666,0.0017064846416382253,0.003404255319148936,0.500120104490907,0.0028819165350924053,0.6954026222229004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17.0,0.6951044201850891,0.36839266450916935,1.0,0.0008532423208191126,0.0017050298380221654,0.5004266211604096,0.017721099817348984,0.6951625943183899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18.0,0.6936866641044617,0.3681229773462783,1.0,0.0004266211604095563,0.0008528784648187633,0.5002133105802048,0.012529019595328818,0.694950520992279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19.0,0.6945412158966064,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6947618126869202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20.0,0.6942660808563232,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6945927739143372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21.0,0.6943519115447998,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6944406032562256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22.0,0.6947982907295227,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6943029761314392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23.0,0.694160521030426,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.694178581237793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24.0,0.6938931345939636,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6940658688545227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25.0,0.6944913268089294,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.693963885307312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26.0,0.694040834903717,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6938714981079102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27.0,0.6938899159431458,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6937879323959351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28.0,0.6939759254455566,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.693712592124939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29.0,0.6935771703720093,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6936447620391846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30.0,0.6937329173088074,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6935837864875793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31.0,0.6933111548423767,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6935291886329651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32.0,0.6934930086135864,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6934803128242493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33.0,0.6934478282928467,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6934369802474976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34.0,0.6935926079750061,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6933982372283936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35.0,0.6933466792106628,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.693364143371582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36.0,0.6933531165122986,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6933341026306152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37.0,0.6933242678642273,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6933075785636902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38.0,0.693256676197052,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932846307754517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39.0,0.693355143070221,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932642459869385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40.0,0.69316565990448,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932466626167297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41.0,0.6932299137115479,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932312846183777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42.0,0.6932213306427002,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932182908058167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43.0,0.6932059526443481,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6932069659233093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44.0,0.6931903958320618,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6931972503662109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45.0,0.6932087540626526,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.693189263343811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46.0,0.6932006478309631,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.693182110786438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47.0,0.6931703090667725,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6931760907173157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48.0,0.6931676268577576,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6931710243225098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49.0,0.6931652426719666,0.36785329018338725,0.0,0.0,0.0,0.5,0.0,0.6931667327880859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
